Nr;Rizikos objekto Id;Padalinys;Vieta;Tarpstotis;Norm_uztv_padetis;sergimoji_nesergimoji;Bendrojo_nebendrojo;Plotis;Pagr_keliu_sk;Nepagr_keliu_sk;Max_keleiv_greitis;Max_krov_greitis;Max_trauk_sk;Max_ekipazu_sk;Max_autobusu_sk;Max_troleibusu_sk;Pervazos_kategorija;Pamainu_sk;Saugo_eismo_tarnyba;Dangos_tipas_prieigose;Dangos_tipas_ant_keliu;Matom_sal_mas_kab_nelyg;Matom_sal_mas_kab_lyg;Matom_sal_ekipaz_des_nelyg;Matom_sal_ekipaz_des_lyg;Matom_sal_ekipaz_kair_nelyg;Matom_sal_ekipaz_kair_lyg;Automat_uztv;Pusautomat_uztv;Mygt_uztv_pran_sv_signal;Mygt_uztv_pran_signal;Mech_uztv_pran_sv_signal;Mech_uztv_pran_signal;Be_signal;Atitv_signal;Automat_sv_signal;Neautomat_sv_signal;Rank_uztv;GSB_EDD_rysys;Radijo_rysys;Video;El_apsv;Prozektoriai;Kap_remonto_data;Pesc_takai;Reikia_kap_rem;Reikia_keisti_post_st;Ivykiai;Ivykio data;Metai;
437;73;Vilniaus;9 + 60;Švenčionėliai-Utena;;0,000;1,000;8,700;1,000;;60,000;;2,000;26,000;;;IV;;0,000;asf.;gelžb.;400,000;550,000;350,000;600,000;400,000;550,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
438;73;Vilniaus;9 + 60;Švenčionėliai-Utena;;0,000;1,000;8,700;1,000;;60,000;;2,000;26,000;;;IV;;0,000;asf.;gelžb.;400,000;550,000;350,000;600,000;400,000;550,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
439;74;Vilniaus;9 + 980;Švenčionėliai-Utena;;0,000;1,000;8,200;1,000;;60,000;;2,000;43,000;;;IV;;0,000;asf.;gelžb.;600,000;700,000;600,000;700,000;600,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
440;74;Vilniaus;9 + 980;Švenčionėliai-Utena;;0,000;1,000;8,200;1,000;;60,000;;2,000;43,000;;;IV;;0,000;asf.;gelžb.;600,000;700,000;600,000;700,000;600,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
441;74;Vilniaus;9 + 980;Švenčionėliai-Utena;;0,000;1,000;8,200;1,000;;60,000;;2,000;43,000;;;IV;;0,000;asf.;gelžb.;600,000;700,000;600,000;700,000;600,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
442;74;Vilniaus;9 + 980;Švenčionėliai-Utena;;0,000;1,000;8,200;1,000;;60,000;;2,000;43,000;;;IV;;0,000;asf.;gelžb.;600,000;700,000;600,000;700,000;600,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
443;74;Vilniaus;9 + 980;Švenčionėliai-Utena;;0,000;1,000;8,200;1,000;;60,000;;2,000;43,000;;;IV;;0,000;asf.;gelžb.;600,000;700,000;600,000;700,000;600,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
444;74;Vilniaus;9 + 980;Švenčionėliai-Utena;;0,000;1,000;8,200;1,000;;60,000;;2,000;43,000;;;IV;;0,000;asf.;gelžb.;600,000;700,000;600,000;700,000;600,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
445;75;Vilniaus;12 + 430;Švenčionėliai-Utena;;0,000;1,000;10,500;1,000;;60,000;;2,000;630,000;6,000;;IV;;0,000;asf.;guma;450,000;600,000;400,000;500,000;450,000;650,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2008;
446;75;Vilniaus;12 + 430;Švenčionėliai-Utena;;0,000;1,000;10,500;1,000;;60,000;;2,000;630,000;6,000;;IV;;0,000;asf.;guma;450,000;600,000;400,000;500,000;450,000;650,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2009;
447;75;Vilniaus;12 + 430;Švenčionėliai-Utena;;0,000;1,000;10,500;1,000;;60,000;;2,000;630,000;6,000;;IV;;0,000;asf.;guma;450,000;600,000;400,000;500,000;450,000;650,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2010;
448;75;Vilniaus;12 + 430;Švenčionėliai-Utena;;0,000;1,000;10,500;1,000;;60,000;;2,000;630,000;6,000;;IV;;0,000;asf.;guma;450,000;600,000;400,000;500,000;450,000;650,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2011;
449;75;Vilniaus;12 + 430;Švenčionėliai-Utena;;0,000;1,000;10,500;1,000;;60,000;;2,000;630,000;6,000;;IV;;0,000;asf.;guma;450,000;600,000;400,000;500,000;450,000;650,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2012;
450;75;Vilniaus;12 + 430;Švenčionėliai-Utena;;0,000;1,000;10,500;1,000;;60,000;;2,000;630,000;6,000;;IV;;0,000;asf.;guma;450,000;600,000;400,000;500,000;450,000;650,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2013;
451;76;Vilniaus;18 + 850;Švenčionėliai-Utena;;0,000;1,000;8,000;1,000;;60,000;;2,000;18,000;;;IV;;0,000;asf.;gelžb.;500,000;500,000;450,000;550,000;450,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
452;76;Vilniaus;18 + 850;Švenčionėliai-Utena;;0,000;1,000;8,000;1,000;;60,000;;2,000;18,000;;;IV;;0,000;asf.;gelžb.;500,000;500,000;450,000;550,000;450,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
453;76;Vilniaus;18 + 850;Švenčionėliai-Utena;;0,000;1,000;8,000;1,000;;60,000;;2,000;18,000;;;IV;;0,000;asf.;gelžb.;500,000;500,000;450,000;550,000;450,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
454;76;Vilniaus;18 + 850;Švenčionėliai-Utena;;0,000;1,000;8,000;1,000;;60,000;;2,000;18,000;;;IV;;0,000;asf.;gelžb.;500,000;500,000;450,000;550,000;450,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;1;2011.02.01;2011;
455;76;Vilniaus;18 + 850;Švenčionėliai-Utena;;0,000;1,000;8,000;1,000;;60,000;;2,000;18,000;;;IV;;0,000;asf.;gelžb.;500,000;500,000;450,000;550,000;450,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
456;76;Vilniaus;18 + 850;Švenčionėliai-Utena;;0,000;1,000;8,000;1,000;;60,000;;2,000;18,000;;;IV;;0,000;asf.;gelžb.;500,000;500,000;450,000;550,000;450,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
457;77;Vilniaus;22 + 450;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;25,000;;;IV;;0,000;asf.;gelžb.;400,000;450,000;400,000;400,000;450,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
458;77;Vilniaus;22 + 450;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;25,000;;;IV;;0,000;asf.;gelžb.;400,000;450,000;400,000;400,000;450,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
459;77;Vilniaus;22 + 450;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;25,000;;;IV;;0,000;asf.;gelžb.;400,000;450,000;400,000;400,000;450,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
460;77;Vilniaus;22 + 450;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;25,000;;;IV;;0,000;asf.;gelžb.;400,000;450,000;400,000;400,000;450,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
461;77;Vilniaus;22 + 450;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;25,000;;;IV;;0,000;asf.;gelžb.;400,000;450,000;400,000;400,000;450,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
462;77;Vilniaus;22 + 450;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;25,000;;;IV;;0,000;asf.;gelžb.;400,000;450,000;400,000;400,000;450,000;800,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
463;78;Vilniaus;25 + 827;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;87,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;450,000;150,000;300,000;150,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2008;
464;78;Vilniaus;25 + 827;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;87,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;450,000;150,000;300,000;150,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2009;
465;78;Vilniaus;25 + 827;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;87,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;450,000;150,000;300,000;150,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2010;
466;78;Vilniaus;25 + 827;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;87,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;450,000;150,000;300,000;150,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2011;
467;78;Vilniaus;25 + 827;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;87,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;450,000;150,000;300,000;150,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2012;
468;78;Vilniaus;25 + 827;Švenčionėliai-Utena;;0,000;1,000;6,000;1,000;;60,000;;2,000;87,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;450,000;150,000;300,000;150,000;700,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;1,000;0,000;0;;2013;
469;79;Vilniaus;28 + 575;Švenčionėliai-Utena;;0,000;1,000;6,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;žvyr.;gelžb.;600,000;400,000;500,000;200,000;500,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
470;79;Vilniaus;28 + 575;Švenčionėliai-Utena;;0,000;1,000;6,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;žvyr.;gelžb.;600,000;400,000;500,000;200,000;500,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
471;79;Vilniaus;28 + 575;Švenčionėliai-Utena;;0,000;1,000;6,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;žvyr.;gelžb.;600,000;400,000;500,000;200,000;500,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
472;79;Vilniaus;28 + 575;Švenčionėliai-Utena;;0,000;1,000;6,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;žvyr.;gelžb.;600,000;400,000;500,000;200,000;500,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
473;79;Vilniaus;28 + 575;Švenčionėliai-Utena;;0,000;1,000;6,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;žvyr.;gelžb.;600,000;400,000;500,000;200,000;500,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
474;79;Vilniaus;28 + 575;Švenčionėliai-Utena;;0,000;1,000;6,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;žvyr.;gelžb.;600,000;400,000;500,000;200,000;500,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
475;80;Vilniaus;33 + 340;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;10,000;;;IV;;0,000;asf.;gelžb.;300,000;700,000;200,000;400,000;250,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
476;80;Vilniaus;33 + 340;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;10,000;;;IV;;0,000;asf.;gelžb.;300,000;700,000;200,000;400,000;250,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
477;80;Vilniaus;33 + 340;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;10,000;;;IV;;0,000;asf.;gelžb.;300,000;700,000;200,000;400,000;250,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
478;80;Vilniaus;33 + 340;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;10,000;;;IV;;0,000;asf.;gelžb.;300,000;700,000;200,000;400,000;250,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
479;80;Vilniaus;33 + 340;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;10,000;;;IV;;0,000;asf.;gelžb.;300,000;700,000;200,000;400,000;250,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
480;80;Vilniaus;33 + 340;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;10,000;;;IV;;0,000;asf.;gelžb.;300,000;700,000;200,000;400,000;250,000;400,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
481;81;Vilniaus;35 + 865;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;350,000;800,000;100,000;200,000;100,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
482;81;Vilniaus;35 + 865;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;350,000;800,000;100,000;200,000;100,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
483;81;Vilniaus;35 + 865;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;350,000;800,000;100,000;200,000;100,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
484;81;Vilniaus;35 + 865;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;350,000;800,000;100,000;200,000;100,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
485;81;Vilniaus;35 + 865;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;350,000;800,000;100,000;200,000;100,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
486;81;Vilniaus;35 + 865;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;350,000;800,000;100,000;200,000;100,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
487;82;Vilniaus;37 + 195;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;40,000;2,000;138,000;;;IV;;0,000;asf.;gelžb.;300,000;1000,000;300,000;150,000;200,000;150,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
488;82;Vilniaus;37 + 195;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;40,000;2,000;138,000;;;IV;;0,000;asf.;gelžb.;300,000;1000,000;300,000;150,000;200,000;150,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
489;82;Vilniaus;37 + 195;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;40,000;2,000;138,000;;;IV;;0,000;asf.;gelžb.;300,000;1000,000;300,000;150,000;200,000;150,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
490;82;Vilniaus;37 + 195;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;40,000;2,000;138,000;;;IV;;0,000;asf.;gelžb.;300,000;1000,000;300,000;150,000;200,000;150,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;1;2011.02.01;2011;
491;82;Vilniaus;37 + 195;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;40,000;2,000;138,000;;;IV;;0,000;asf.;gelžb.;300,000;1000,000;300,000;150,000;200,000;150,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
492;82;Vilniaus;37 + 195;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;40,000;2,000;138,000;;;IV;;0,000;asf.;gelžb.;300,000;1000,000;300,000;150,000;200,000;150,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
493;83;Vilniaus;40 + 330;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;15,000;;;IV;;0,000;asf.;gelžb.;700,000;300,000;600,000;500,000;600,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
494;83;Vilniaus;40 + 330;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;15,000;;;IV;;0,000;asf.;gelžb.;700,000;300,000;600,000;500,000;600,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
495;83;Vilniaus;40 + 330;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;15,000;;;IV;;0,000;asf.;gelžb.;700,000;300,000;600,000;500,000;600,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
496;83;Vilniaus;40 + 330;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;15,000;;;IV;;0,000;asf.;gelžb.;700,000;300,000;600,000;500,000;600,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
497;83;Vilniaus;40 + 330;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;15,000;;;IV;;0,000;asf.;gelžb.;700,000;300,000;600,000;500,000;600,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
498;83;Vilniaus;40 + 330;Švenčionėliai-Utena;;0,000;1,000;7,000;1,000;;60,000;;2,000;15,000;;;IV;;0,000;asf.;gelžb.;700,000;300,000;600,000;500,000;600,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
499;84;Vilniaus;43 + 295;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;250,000;300,000;250,000;50,000;100,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2008;
500;84;Vilniaus;43 + 295;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;250,000;300,000;250,000;50,000;100,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2009;
501;84;Vilniaus;43 + 295;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;250,000;300,000;250,000;50,000;100,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2010;
502;84;Vilniaus;43 + 295;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;250,000;300,000;250,000;50,000;100,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2011;
503;84;Vilniaus;43 + 295;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;250,000;300,000;250,000;50,000;100,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2012;
504;84;Vilniaus;43 + 295;Švenčionėliai-Utena;;0,000;1,000;7,500;1,000;;60,000;;2,000;20,000;;;IV;;0,000;asf.;gelžb.;250,000;300,000;250,000;50,000;100,000;500,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;0,000;0,000;0,000;0;;2013;
505;85;Vilniaus;;Stoties keliai (Varėnos st.) (Varėna);;0,000;1,000;8,500;;1,000;10,000;;12,000;4500,000;6,000;;IV;;0,000;asf.;gelžb.;200,000;150,000;400,000;170,000;450,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
506;85;Vilniaus;;Stoties keliai (Varėnos st.) (Varėna);;0,000;1,000;8,500;;1,000;10,000;;12,000;4500,000;6,000;;IV;;0,000;asf.;gelžb.;200,000;150,000;400,000;170,000;450,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
